,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
2235,U001,200900212,CASEY in,18-05-2020,2020,1930788661,15-04-2020,30-04-2020,15-04-2020,NAA8,10259.25,16-30
2236,U001,200743123,KROGER foundation,01-04-2020,2020,1930648213,13-03-2020,28-03-2020,13-03-2020,NAA8,12982.73,0-15
2237,U001,200772670,ASSOCIAT foundation,22-04-2020,2020,1930760439,07-04-2020,22-04-2020,07-04-2020,NAU5,9302.66,0-15
2238,U001,200762950,HAR corp,17-04-2020,2020,1930722869,31-03-2020,15-04-2020,31-03-2020,NAA8,43420.38,0-15
2239,U001,200772595,SAFEW foundation,12-05-2020,2020,1930812738,23-04-2020,08-05-2020,23-04-2020,NAA8,89709.7,0-15
2240,U001,200307138,UTZ Q corp,30-05-2020,2020,1930781278,15-04-2020,15-05-2020,15-04-2020,NAD5,58506,16-30
2241,U001,200799420,HT HA us,01-06-2020,2020,1930848347,01-05-2020,16-05-2020,01-05-2020,NAA8,4041.39,16-30
2242,CA02,140104429,COSTCO us,31-03-2020,2020,2960616597,09-03-2020,26-03-2020,16-03-2020,CA10,23679.488,0-15
2243,U001,200769623,WAL-MAR ,17-04-2020,2020,1930660902,18-03-2020,02-04-2020,18-03-2020,NAH4,21700.78,16-30
2244,U001,200881076,ALBERT llc,04-05-2020,2020,1930805985,20-04-2020,05-05-2020,20-04-2020,NAA8,33137.35,
2245,U001,200769623,WAL-MAR trust,05-06-2020,2020,1930855472,05-05-2020,20-05-2020,05-05-2020,NAH4,4299.63,16-30
2246,U001,200769623,WAL-MAR in,07-04-2020,2020,1930621071,09-03-2020,24-03-2020,09-03-2020,NAH4,47807.12,0-15
2247,U001,200759878,SA in,26-04-2020,2020,1930761497,08-04-2020,23-04-2020,08-04-2020,NAH4,15005.29,0-15
2248,U001,200792293,UNIFIE systems,30-04-2020,2020,1930775552,10-04-2020,25-04-2020,10-04-2020,NAA8,24206.42,0-15
2249,U001,200793568,SUPE corporation,12-05-2020,2020,1930810396,22-04-2020,07-05-2020,22-04-2020,NAA8,154717.03,0-15
2250,U001,200729942,SA associates,19-04-2020,2020,1930743409,03-04-2020,18-04-2020,03-04-2020,NAA8,13175.3,0-15
2251,CA02,140105785,SHOPPE us,20-04-2020,2020,2960623731,24-03-2020,04-04-2020,25-03-2020,CA10,70304.08,16-30
2252,U001,200769623,WAL-MAR corp,27-05-2020,2020,1930827121,27-04-2020,12-05-2020,27-04-2020,NAH4,49892.6,16-30
2253,U001,200762301,C&S WH trust,31-03-2020,2020,1930653443,16-03-2020,31-03-2020,16-03-2020,NAC6,33323.42,0-15
2254,U001,200759878,SA corporation,04-05-2020,2020,1930786483,15-04-2020,30-04-2020,15-04-2020,NAH4,23066.77,0-15
2255,U001,200761734,H E BUT ,08-04-2020,2020,1930696281,25-03-2020,09-04-2020,25-03-2020,NAA8,47376.89,
2256,U001,200769623,WAL-MAR foundation,28-04-2020,2020,1930711264,29-03-2020,13-04-2020,29-03-2020,NAH4,15301.64,16-30
2257,U001,200769623,WAL-MAR systems,19-05-2020,2020,1930799238,19-04-2020,04-05-2020,19-04-2020,NAH4,3228.13,16-30
2258,U001,100031704,DELHAIZE associates,24-05-2020,2020,1930857360,06-05-2020,21-05-2020,06-05-2020,NAA8,4115.82,0-15
2259,U001,200759878,SA us,05-04-2020,2020,1930661800,17-03-2020,01-04-2020,17-03-2020,NAH4,22222.01,0-15
2260,U001,200769623,WAL-MAR associates,06-04-2020,2020,1930619357,07-03-2020,22-03-2020,07-03-2020,NAH4,36018.2,16-30
2261,U001,200337148,COAS corporation,03-04-2020,2020,1930670412,18-03-2020,02-04-2020,18-03-2020,NAA8,9062.47,0-15
2262,U001,200762301,C&S WH systems,09-05-2020,2020,1930617875,08-03-2020,12-05-2020,08-03-2020,NAGD,959.61,
2263,U001,100054380,IMLE us,15-04-2020,2020,1930633659,10-03-2020,25-03-2020,10-03-2020,NAA8,20568.96,16-30
2264,U001,200769623,WAL-MAR co,07-05-2020,2020,1930759929,08-04-2020,23-04-2020,08-04-2020,NAH4,1763.63,0-15
2265,U001,200762301,C&S WH corp,10-05-2020,2020,1930621739,09-03-2020,13-05-2020,09-03-2020,NAGD,699.22,
2266,U001,200769623,WAL-MAR corporation,29-04-2020,2020,1930723640,30-03-2020,14-04-2020,30-03-2020,NAH4,26402.47,16-30
2267,U013,100046487,PAPA JOH corporation,03-05-2020,2020,1991841417,23-03-2020,17-04-2020,23-03-2020,NA25,16008.2,16-30
2268,U001,200759878,SA corporation,17-04-2020,2020,1930703340,30-03-2020,14-04-2020,30-03-2020,NAH4,23036.74,0-15
2269,U001,200772670,ASSOCIAT ,31-03-2020,2020,1930651317,13-03-2020,28-03-2020,13-03-2020,NAU5,30687.8,0-15
2270,U001,100031704,DELHAIZE trust,12-04-2020,2020,1930708207,26-03-2020,10-04-2020,26-03-2020,NAA8,80226.66,0-15
2271,U001,200772670,ASSOCIAT us,28-03-2020,2020,1930648114,13-03-2020,28-03-2020,13-03-2020,NAU5,3304.6,0-15
2272,U001,200769623,WAL-MAR corporation,25-04-2020,2020,1930703945,26-03-2020,10-04-2020,26-03-2020,NAH4,44416.21,16-30
2273,U001,200742521,GLA associates,28-04-2020,2020,1930768576,09-04-2020,24-04-2020,09-04-2020,NAA8,13574.4,0-15
2274,U001,200705742,DOT corporation,19-04-2020,2020,1930676655,20-03-2020,23-04-2020,20-03-2020,NAAW,991.17,
2275,U001,200769623,WAL-MAR in,28-04-2020,2020,1930716619,29-03-2020,13-04-2020,29-03-2020,NAH4,10301.78,16-30
2276,U001,200762301,C&S WH co,20-05-2020,2020,1930862410,05-05-2020,20-05-2020,05-05-2020,NAC6,10052.49,0-15
2277,U001,200705742,DOT corp,15-03-2020,2020,1930609488,05-03-2020,20-03-2020,05-03-2020,NAA8,23094.54,
2278,U001,200744019,TARG in,23-05-2020,2020,1930651117,14-03-2020,18-05-2020,14-03-2020,NAGD,17581.76,0-15
2279,U001,200759878,SA associates,19-05-2020,2020,1930635211,11-03-2020,15-05-2020,11-03-2020,NAGD,1063.8,0-15
2280,CA02,140104409,LOB corp,21-03-2020,2020,2960617947,02-03-2020,12-03-2020,02-03-2020,CA10,46847.85,0-15
2281,U001,200728270,HEI foundation,18-05-2020,2020,1930782731,14-04-2020,29-04-2020,14-04-2020,NAA8,4000.25,16-30
2282,U001,200494102,MCCA co,30-04-2020,2020,1930730206,30-03-2020,15-04-2020,30-03-2020,C106,72094.05,16-30
2283,U001,200780383,MEIJ foundation,18-05-2020,2020,1930813818,21-04-2020,06-05-2020,21-04-2020,NAA8,324.78,0-15
2284,U001,200764795,SYSCO  systems,30-04-2020,2020,1930672957,24-03-2020,25-04-2020,24-03-2020,NA32,11860.48,0-15
2285,U001,200726979,BJ'S  us,21-05-2020,2020,1930830185,28-04-2020,13-05-2020,28-04-2020,NAA8,321.53,0-15
2286,U001,200744019,TARG ,28-05-2020,2020,1930879720,08-05-2020,23-05-2020,08-05-2020,NAA8,24848.73,0-15
2287,CA02,140106408,WAL-M in,26-04-2020,2020,2960622224,21-03-2020,31-03-2020,21-03-2020,CA10,53209.163,16-30
2288,CA02,140106408,WAL-M in,05-05-2020,2020,2960625549,02-04-2020,12-04-2020,02-04-2020,CA10,1173.13,16-30
2289,CA02,140104409,LOB ,12-04-2020,2020,2960623038,20-03-2020,02-04-2020,23-03-2020,CA10,72189.418,0-15
2290,U001,200794332,COST llc,21-03-2020,2020,1930607549,06-03-2020,21-03-2020,06-03-2020,NAAX,6611.63,0-15
2291,U001,200769623,WAL-MAR systems,06-04-2020,2020,1930620236,07-03-2020,22-03-2020,07-03-2020,NAH4,471.56,16-30
2292,U001,200744019,TARG co,26-05-2020,2020,1930851168,03-05-2020,18-05-2020,03-05-2020,NAA8,96.4,0-15
2293,CA02,140104429,COSTCO systems,02-04-2020,2020,2960617463,02-03-2020,21-03-2020,11-03-2020,CA10,33827.843,0-15
2294,U013,140103470,D'ALB us,14-04-2020,2020,1991839992,16-03-2020,15-04-2020,16-03-2020,NAVE,40425,
2295,CA02,140104225,SAVE-ON- llc,29-05-2020,2020,2960631149,30-04-2020,18-05-2020,08-05-2020,CA10,92704.416,0-15
2296,U001,200236583,REQU us,15-04-2020,2020,1930692583,01-04-2020,11-04-2020,01-04-2020,NA10,34756.88,0-15
2297,U001,200769623,WAL-MAR trust,08-04-2020,2020,1930624012,09-03-2020,24-03-2020,09-03-2020,NAH4,57581.17,16-30
2298,U001,200769623,WAL-MAR in,05-04-2020,2020,1930604683,06-03-2020,21-03-2020,06-03-2020,NAH4,17035.25,16-30
2299,U001,200706844,WINC us,01-05-2020,2020,1930731719,02-04-2020,17-04-2020,02-04-2020,NAA8,35291.89,0-15
2300,U001,200769623,WAL-MAR ,17-05-2020,2020,1930798988,17-04-2020,02-05-2020,17-04-2020,NAH4,471.56,16-30
2301,U001,200772670,ASSOCIAT foundation,21-04-2020,2020,1930752782,06-04-2020,21-04-2020,06-04-2020,NAU5,1981.76,0-15
2302,CA02,140104285,BUY- ,13-04-2020,2020,2960621333,16-03-2020,04-04-2020,25-03-2020,CA10,1244.271,0-15
2303,U001,200769623,WAL-MAR trust,13-04-2020,2020,1930642287,13-03-2020,28-03-2020,13-03-2020,NAH4,2173.16,16-30
2304,U001,200741831,SUPE associates,25-03-2020,2020,1930598374,05-03-2020,20-03-2020,05-03-2020,NAA8,100386.57,0-15
2305,U001,200769623,WAL-MAR trust,30-05-2020,2020,1930849901,02-05-2020,17-05-2020,02-05-2020,NAH4,1626.33,0-15
2306,U001,200762301,C&S WH ,22-03-2020,2020,1930606282,07-03-2020,22-03-2020,07-03-2020,NAC6,10832.7,0-15
2307,U001,100043975,JAVA associates,29-03-2020,2020,1930578884,27-02-2020,13-03-2020,27-02-2020,NAA8,1842,16-30
2308,U001,200418007,AM trust,21-04-2020,2020,1930777618,16-04-2020,01-05-2020,16-04-2020,NAA8,393.4,
2309,U001,200658936,CARIBB trust,07-05-2020,2020,1930605809,04-03-2020,03-05-2020,04-03-2020,NAVQ,50399.6,0-15
2310,U001,200148860,DOLLA foundation,04-04-2020,2020,1930685068,24-03-2020,08-04-2020,24-03-2020,NAA8,22406.09,
2311,U001,200455322,PEA co,20-04-2020,2020,1930624502,10-03-2020,09-04-2020,10-03-2020,NAD5,71261.55,0-15
2312,U001,200773364,U R M  ,29-04-2020,2020,1930760165,13-04-2020,28-04-2020,13-04-2020,NAA8,3740.16,0-15
2313,U001,200794332,COST trust,01-04-2020,2020,1930660515,17-03-2020,01-04-2020,17-03-2020,NAAX,35000.81,0-15
2314,U001,200726979,BJ'S  systems,01-05-2020,2020,1930788605,15-04-2020,30-04-2020,15-04-2020,NAA8,1286.73,0-15
2315,U001,200769623,WAL-MAR corporation,27-04-2020,2020,1930712121,28-03-2020,12-04-2020,28-03-2020,NAH4,65813.7,16-30
2316,CA02,140106408,WAL-M trust,27-04-2020,2020,2960622755,21-03-2020,31-03-2020,21-03-2020,CA10,3617.467,16-30
2317,U001,200769623,WAL-MAR corporation,02-05-2020,2020,1930724862,31-03-2020,15-04-2020,31-03-2020,NAH4,943.12,16-30
2318,U001,200772670,ASSOCIAT corporation,12-05-2020,2020,1930828544,27-04-2020,12-05-2020,27-04-2020,NAU5,12166.08,0-15
2319,U001,200769623,WAL-MAR corp,13-05-2020,2020,1930780996,13-04-2020,28-04-2020,13-04-2020,NAH4,72423.57,16-30
2320,U001,200573068,GROCE us,31-03-2020,2020,1930577914,27-02-2020,13-03-2020,27-02-2020,NAA8,19848.78,16-30
2321,U001,200769623,WAL-MAR us,11-05-2020,2020,1930763860,10-04-2020,25-04-2020,10-04-2020,NAH4,1674.02,16-30
2322,U001,200290370,BARGAIN  us,23-04-2020,2020,1930729793,06-04-2020,21-04-2020,06-04-2020,NAA8,15802.34,0-15
2323,U001,200799367,MCL trust,19-04-2020,2020,1930717773,30-03-2020,14-04-2020,30-03-2020,NAA8,83413.35,0-15
2324,U001,200769623,WAL-MAR trust,07-05-2020,2020,1930758975,07-04-2020,22-04-2020,07-04-2020,NAH4,50414,16-30
2325,U001,200759878,SA associates,31-03-2020,2020,1930635716,12-03-2020,27-03-2020,12-03-2020,NAH4,6981.32,0-15
2326,U001,200769623,WAL-MAR foundation,29-05-2020,2020,1930846949,02-05-2020,17-05-2020,02-05-2020,NAH4,21807.65,0-15
2327,U001,200705372,FR associates,09-04-2020,2020,1930676197,23-03-2020,07-04-2020,23-03-2020,NAA8,18929.01,0-15
2328,U001,200704858,WAKE corporation,18-06-2020,2020,1930715970,31-03-2020,04-06-2020,31-03-2020,NAGD,30174.41,0-15
2329,U001,200762301,C&S WH associates,20-04-2020,2020,1930751018,05-04-2020,20-04-2020,05-04-2020,NAC6,6309.34,0-15
2330,U001,200353024,DECA corporation,09-04-2020,2020,1930689540,24-03-2020,08-04-2020,16-03-2020,NAM4,157.44,0-15
2331,U001,200769623,WAL-MAR corp,03-06-2020,2020,1930856495,04-05-2020,19-05-2020,04-05-2020,NAH4,10629.18,16-30
2332,U001,200936373,SUPE corporation,19-04-2020,2020,1930730592,02-04-2020,17-04-2020,02-04-2020,NAA8,48346.55,0-15
2333,U001,100036538,DENVER co,24-03-2020,2020,1930603325,12-03-2020,27-03-2020,12-03-2020,NAA8,9875,
2334,U001,200740393,LABAT foundation,23-05-2020,2020,1930801406,20-04-2020,05-05-2020,20-04-2020,NAA8,45431.78,16-30
2335,CA02,140104331,CORE-M ,16-06-2020,2020,2960634412,12-05-2020,23-05-2020,13-05-2020,CA10,6786.864,16-30
2336,CA02,140104229,A & W F in,31-05-2020,2020,2960630275,24-04-2020,06-05-2020,26-04-2020,CA10,4783.8,16-30
2337,U013,140103983,FACE foundation,17-05-2020,2020,1991839489,13-03-2020,12-05-2020,13-03-2020,NAUZ,43781.81,0-15
2338,U001,200705742,DOT llc,22-05-2020,2020,1930874598,07-05-2020,27-05-2020,07-05-2020,NAD1,114022.52,
2339,U001,200759878,SA corporation,01-04-2020,2020,1930632841,13-03-2020,28-03-2020,13-03-2020,NAH4,27744.53,0-15
2340,U001,200769623,WAL-MAR llc,29-04-2020,2020,1930715414,30-03-2020,14-04-2020,30-03-2020,NAH4,41371.19,16-30
2341,U001,200782001,GORDO in,16-04-2020,2020,1930722615,30-03-2020,14-04-2020,30-03-2020,NAA8,45838.57,0-15
2342,U001,200353024,DECA systems,21-05-2020,2020,1930875791,07-05-2020,24-05-2020,01-05-2020,NAM4,4337.9,
2343,U001,200752302,KROGER llc,31-03-2020,2020,1930623282,12-03-2020,27-03-2020,12-03-2020,NAA8,19436.3,0-15
2344,U001,200759878,SA trust,12-04-2020,2020,1930691433,25-03-2020,09-04-2020,25-03-2020,NAH4,15170.72,0-15
2345,U001,200729942,SA trust,04-05-2020,2020,1930764455,15-04-2020,30-04-2020,15-04-2020,NAA8,14298.9,0-15
2346,U001,200759878,SA systems,03-04-2020,2020,1930651169,15-03-2020,30-03-2020,15-03-2020,NAH4,22635.28,0-15
2347,U001,200769623,WAL-MAR co,17-05-2020,2020,1930797575,18-04-2020,03-05-2020,18-04-2020,NAH4,53361.03,0-15
2348,U001,200780383,MEIJ co,03-05-2020,2020,1930776888,13-04-2020,28-04-2020,13-04-2020,NAA8,12701.42,0-15
2349,U001,200722444,PERFOR co,19-05-2020,2020,1930779192,13-04-2020,15-05-2020,13-04-2020,NA32,22580.82,0-15
2350,U001,200761734,H E BUT co,16-05-2020,2020,1930839616,30-04-2020,15-05-2020,30-04-2020,NAA8,36127.22,0-15
2351,U001,200458131,TIMES ,13-04-2020,2020,1930676772,27-03-2020,11-04-2020,27-03-2020,NAA8,2315.82,0-15
2352,CA02,140105847,GORDON F corporation,07-04-2020,2020,2960620371,12-03-2020,24-03-2020,14-03-2020,CA10,8428.14,0-15
2353,U001,200769623,WAL-MAR ,26-05-2020,2020,1930826531,27-04-2020,12-05-2020,27-04-2020,NAH4,5694.64,0-15
2354,U001,200726979,BJ'S  llc,30-03-2020,2020,1930630070,09-03-2020,24-03-2020,09-03-2020,NAA8,304.04,0-15
2355,U001,200769623,WAL-MAR llc,12-04-2020,2020,1930648204,13-03-2020,28-03-2020,13-03-2020,NAH4,943.12,16-30
2356,U001,200769623,WAL-MAR corp,15-04-2020,2020,1930632638,11-03-2020,26-03-2020,11-03-2020,NAH4,161.79,16-30
2357,U001,200769623,WAL-MAR us,29-04-2020,2020,1930724303,30-03-2020,14-04-2020,30-03-2020,NAH4,39736.55,16-30
2358,U001,200803720,DEC llc,21-04-2020,2020,1930773157,10-04-2020,24-04-2020,01-04-2020,NAM4,1230.68,
2359,U001,200761734,H E BUT co,19-06-2020,2020,1930789403,15-04-2020,19-06-2020,15-04-2020,NAGD,1910.24,0-15
2360,CA02,100021489,CHENS E us,09-05-2020,2020,2960629016,14-04-2020,27-04-2020,17-04-2020,CA10,10891.475,0-15
2361,U001,200706844,WINC trust,21-04-2020,2020,1930670860,20-03-2020,04-04-2020,20-03-2020,NAA8,8929.14,16-30
2362,U001,200936373,SUPE corp,19-04-2020,2020,1930731626,02-04-2020,17-04-2020,02-04-2020,NAA8,28030.44,0-15
2363,U001,200769623,WAL-MAR co,29-04-2020,2020,1930732958,02-04-2020,17-04-2020,02-04-2020,NAH4,3797.1,0-15
2364,U001,200761734,H E BUT systems,01-04-2020,2020,1930654859,16-03-2020,31-03-2020,16-03-2020,NAA8,69760.16,0-15
2365,U001,200780383,MEIJ foundation,25-05-2020,2020,1930665460,18-03-2020,22-05-2020,18-03-2020,NAGD,71684.34,0-15
2366,U001,200290370,BARGAIN  corp,10-05-2020,2020,1930822528,24-04-2020,09-05-2020,24-04-2020,NAA8,16096.09,0-15
2367,U001,200772670,ASSOCIAT co,28-03-2020,2020,1930644075,13-03-2020,28-03-2020,13-03-2020,NAU5,2506.99,0-15
2368,U001,200741174,M B  ,28-03-2020,2020,1930617973,09-03-2020,24-03-2020,09-03-2020,NAA8,21133.48,0-15
2369,U001,200777735,NASH  systems,26-03-2020,2020,1930624335,09-03-2020,24-03-2020,09-03-2020,NAA8,16429.01,0-15
2370,U001,200744019,TARG associates,13-05-2020,2020,1930813621,23-04-2020,08-05-2020,23-04-2020,NAA8,13758.34,0-15
2371,U001,200769623,WAL-MAR corporation,03-06-2020,2020,1930857675,04-05-2020,19-05-2020,04-05-2020,NAH4,22705.93,16-30
2372,U001,200769623,WAL-MAR trust,30-05-2020,2020,1930842140,02-05-2020,17-05-2020,02-05-2020,NAH4,4312.51,0-15
2373,U001,200707822,PUBLI co,28-04-2020,2020,1930772247,09-04-2020,24-04-2020,09-04-2020,NAA8,120323.11,0-15
2374,U001,CCU013,KRAFT F trust,10-04-2020,2020,1930582765,01-03-2020,01-03-2020,01-03-2020,NAX2,115417.74,31-45
2375,U001,200769623,WAL-MAR llc,10-05-2020,2020,1930773390,10-04-2020,25-04-2020,10-04-2020,NAH4,45802.34,16-30
2376,U001,200744019,TARG foundation,16-04-2020,2020,1930705574,27-03-2020,11-04-2020,27-03-2020,NAA8,37884.32,0-15
2377,U001,200696090,UNITE foundation,07-05-2020,2020,1930788396,20-04-2020,05-05-2020,20-04-2020,NAA8,6940.42,0-15
2378,U001,200416837,DEC systems,08-05-2020,2020,1930856795,05-05-2020,11-05-2020,01-05-2020,NAM2,2640.37,
2379,U001,200769623,WAL-MAR us,22-04-2020,2020,1930665743,18-03-2020,02-04-2020,18-03-2020,NAH4,287.41,16-30
2380,U001,200769623,WAL-MAR trust,11-04-2020,2020,1930629320,11-03-2020,26-03-2020,11-03-2020,NAH4,3287.27,16-30
2381,U001,200759878,SA in,10-04-2020,2020,1930687664,23-03-2020,07-04-2020,23-03-2020,NAH4,29380.12,0-15
2382,U001,200772595,SAFEW co,27-04-2020,2020,1930758183,08-04-2020,23-04-2020,08-04-2020,NAA8,130982.58,0-15
2383,U001,200769623,WAL-MAR foundation,19-04-2020,2020,1930672455,20-03-2020,04-04-2020,20-03-2020,NAH4,7536.45,16-30
2384,U001,200799367,MCL foundation,14-05-2020,2020,1930798127,23-04-2020,08-05-2020,23-04-2020,NAA8,11534.46,0-15
2385,U001,200920735,ALBERT llc,12-05-2020,2020,1930641399,12-03-2020,16-05-2020,12-03-2020,NAGD,3730.8,
2386,U001,200762301,C&S WH corp,11-05-2020,2020,1930828663,27-04-2020,12-05-2020,27-04-2020,NAC6,33253.8,
2387,U001,200078854,MC A systems,24-05-2020,2020,1930859293,05-05-2020,20-05-2020,05-05-2020,NAA8,6910.84,0-15
2388,U001,200759878,SA llc,25-04-2020,2020,1930744090,06-04-2020,21-04-2020,06-04-2020,NAH4,14048.9,0-15
2389,U001,200769623,WAL-MAR llc,30-04-2020,2020,1930720103,31-03-2020,15-04-2020,31-03-2020,NAH4,30133.41,16-30
2390,U001,200799367,MCL us,30-03-2020,2020,1930623699,10-03-2020,25-03-2020,10-03-2020,NAA8,102023.84,0-15
2391,U001,200769623,WAL-MAR llc,11-06-2020,2020,1930888383,12-05-2020,27-05-2020,12-05-2020,NAH4,35338.36,16-30
2392,U001,200762301,C&S WH systems,18-05-2020,2020,1930666434,18-03-2020,22-05-2020,18-03-2020,NAGD,15343.76,
2393,U001,200794332,COST in,10-04-2020,2020,1930706278,27-03-2020,11-04-2020,27-03-2020,NAAX,29046.97,
2394,U001,200936373,SUPE us,19-04-2020,2020,1930710882,30-03-2020,14-04-2020,30-03-2020,NAA8,4738.53,0-15
2395,U001,200739006,AL us,08-05-2020,2020,1930821683,24-04-2020,09-05-2020,24-04-2020,NAA8,27636,
2396,CA02,140104234,DEALER llc,17-04-2020,2020,2960620513,11-03-2020,23-03-2020,13-03-2020,CA10,2090.62,16-30
2397,U001,200704858,WAKE foundation,29-03-2020,2020,1930578131,28-02-2020,14-03-2020,28-02-2020,NAA8,4353.85,16-30
2398,U001,200759878,SA corporation,24-05-2020,2020,1930857185,05-05-2020,20-05-2020,05-05-2020,NAH4,26121.36,0-15
2399,U001,200792293,UNIFIE us,25-04-2020,2020,1930748743,05-04-2020,20-04-2020,05-04-2020,NAA8,40708.42,0-15
2400,U001,200772670,ASSOCIAT corp,26-03-2020,2020,1930641694,11-03-2020,26-03-2020,11-03-2020,NAU5,35995.89,0-15
2401,U001,200793830,M trust,24-05-2020,2020,1930855642,04-05-2020,19-05-2020,04-05-2020,NAA8,139089.37,0-15
2402,U001,200759878,SA corp,19-03-2020,2020,1930586537,03-03-2020,18-03-2020,03-03-2020,NAH4,83921.38,0-15
2403,U001,200769623,WAL-MAR llc,30-04-2020,2020,1930717832,31-03-2020,15-04-2020,31-03-2020,NAH4,23456.6,16-30
2404,CA02,140104429,COSTCO associates,20-05-2020,2020,2960629614,20-04-2020,10-05-2020,30-04-2020,CA10,25107.054,0-15
2405,U001,200793830,M llc,30-04-2020,2020,1930777945,11-04-2020,26-04-2020,11-04-2020,NAA8,18198.19,0-15
2406,U001,200148860,DOLLA systems,02-04-2020,2020,1930695991,25-03-2020,09-04-2020,25-03-2020,NAA8,52978.25,
2407,U001,200799342,MITCH us,01-04-2020,2020,1930670709,19-03-2020,03-04-2020,19-03-2020,NAA8,15533.94,
2408,U001,200915438,GROC corp,03-04-2020,2020,1930630381,13-03-2020,28-03-2020,13-03-2020,NAA8,22375.06,0-15
2409,U001,200748108,KROGER corp,20-03-2020,2020,1930595863,03-03-2020,18-03-2020,03-03-2020,NAA8,114141.69,0-15
2410,U001,200965912,C&S W associates,15-03-2020,2020,1930602606,04-03-2020,19-03-2020,04-03-2020,NAC6,153167.36,
2411,U001,200759878,SA foundation,07-04-2020,2020,1930666942,20-03-2020,04-04-2020,20-03-2020,NAH4,30040.31,0-15
2412,U001,200780383,MEIJ systems,19-05-2020,2020,1930830352,27-04-2020,12-05-2020,27-04-2020,NAA8,30839.56,0-15
2413,U001,200466603,SMITH'S corp,18-04-2020,2020,1930718764,30-03-2020,14-04-2020,30-03-2020,NAA8,127331.57,0-15
2414,U001,200769623,WAL-MAR llc,26-04-2020,2020,1930705839,27-03-2020,11-04-2020,27-03-2020,NAH4,48746.83,16-30
2415,CA02,140104249,SOB trust,30-04-2020,2020,2960624674,29-03-2020,16-04-2020,06-04-2020,CA10,52447.808,0-15
2416,U001,200744019,TARG ,02-05-2020,2020,1930723086,31-03-2020,15-04-2020,31-03-2020,NAX2,5.54,16-30
2417,CA02,140104440,SO co,18-05-2020,2020,2960630101,20-04-2020,02-05-2020,22-04-2020,CA10,29706.789,16-30
2418,U001,200387240,O foundation,25-03-2020,2020,1930566753,27-02-2020,08-03-2020,27-02-2020,NA10,4053.24,16-30
2419,U001,200799367,MCL llc,28-03-2020,2020,1930617048,08-03-2020,23-03-2020,08-03-2020,NAA8,50050.8,0-15
2420,U001,200769623,WAL-MAR trust,23-04-2020,2020,1930685072,22-03-2020,06-04-2020,22-03-2020,NAH4,5514.9,16-30
2421,U001,200769623,WAL-MAR in,18-04-2020,2020,1930665593,19-03-2020,03-04-2020,19-03-2020,NAH4,37627.36,16-30
2422,U001,200726979,BJ'S  systems,21-03-2020,2020,1930606975,05-03-2020,20-03-2020,05-03-2020,NAA8,459.5,0-15
2423,U001,200769623,WAL-MAR co,28-05-2020,2020,1930839705,01-05-2020,16-05-2020,01-05-2020,NAH4,56383.84,0-15
2424,U001,200230690,DECA us,23-04-2020,2020,1930804366,21-04-2020,23-04-2020,16-04-2020,NAM1,65.28,0-15
2425,U001,200761734,H E BUT corporation,07-05-2020,2020,1930809403,24-04-2020,09-05-2020,24-04-2020,NAA8,44028.59,
2426,U001,200769623,WAL-MAR us,05-06-2020,2020,1930854550,05-05-2020,20-05-2020,05-05-2020,NAH4,6055.46,16-30
2427,U001,200434439,BAUGH SU foundation,17-05-2020,2020,1930820310,29-04-2020,14-05-2020,29-04-2020,NAA8,1714.59,0-15
2428,CA02,140104440,SO corporation,26-04-2020,2020,2960625640,31-03-2020,10-04-2020,31-03-2020,CA10,72623.355,16-30
2429,U001,200769623,WAL-MAR foundation,03-04-2020,2020,1930599001,04-03-2020,19-03-2020,04-03-2020,NAH4,12219.74,16-30
2430,U001,200762301,C&S WH corp,08-04-2020,2020,1930681157,22-03-2020,06-04-2020,22-03-2020,NAC6,458.71,0-15
2431,U001,200726979,BJ'S  us,17-03-2020,2020,1930577751,27-02-2020,13-03-2020,27-02-2020,NAA8,559.92,0-15
2432,U001,200331749,SYSC in,03-04-2020,2020,1930645608,12-03-2020,27-03-2020,12-03-2020,NAA8,2063.32,0-15
2433,U001,CCU002,KRFT FDS ,27-04-2020,2020,1930646789,17-03-2020,21-04-2020,17-03-2020,NAG2,4045.44,0-15
2434,U001,200769623,WAL-MAR co,28-05-2020,2020,1930830708,28-04-2020,13-05-2020,28-04-2020,NAH4,43971.16,16-30
2435,U001,200769623,WAL-MAR ,28-04-2020,2020,1930719166,30-03-2020,14-04-2020,30-03-2020,NAH4,53555.91,0-15
2436,CA02,140104409,LOB llc,01-05-2020,2020,2960624984,02-04-2020,20-04-2020,10-04-2020,CA10,192820.74,0-15
2437,U001,200754278,MBM  ,28-05-2020,2020,1930880906,09-05-2020,24-05-2020,09-05-2020,NAA8,575.3,0-15
2438,U001,200769623,WAL-MAR associates,26-04-2020,2020,1930714381,28-03-2020,12-04-2020,28-03-2020,NAH4,16223.52,0-15
2439,U001,200965912,C&S W corporation,24-04-2020,2020,1930777751,13-04-2020,28-04-2020,13-04-2020,NAC6,65974,
2440,U001,200743123,KROGER associates,28-04-2020,2020,1930768031,09-04-2020,24-04-2020,09-04-2020,NAA8,64679.1,0-15
2441,U001,200769623,WAL-MAR in,03-04-2020,2020,1930593003,04-03-2020,19-03-2020,04-03-2020,NAH4,43296.6,16-30
